--> Epoch 0: train loss 2.6751; validation loss 7.0501; train accuracy: 0.2907; best accuracy: 0.2907; validation F1-score: 0.2476
--> Epoch 1: train loss 2.5658; validation loss 7.0329; train accuracy: 0.1977; best accuracy: 0.2907; validation F1-score: 0.1924
--> Epoch 2: train loss 2.4202; validation loss 7.0250; train accuracy: 0.1686; best accuracy: 0.2907; validation F1-score: 0.1735
--> Epoch 3: train loss 2.3870; validation loss 7.0143; train accuracy: 0.1337; best accuracy: 0.2907; validation F1-score: 0.1530
--> Epoch 4: train loss 2.3683; validation loss 6.9932; train accuracy: 0.1337; best accuracy: 0.2907; validation F1-score: 0.1530
--> Epoch 5: train loss 2.2736; validation loss 6.9669; train accuracy: 0.1628; best accuracy: 0.2907; validation F1-score: 0.1530
--> Epoch 6: train loss 2.2338; validation loss 6.9346; train accuracy: 0.2035; best accuracy: 0.2907; validation F1-score: 0.1735
--> Epoch 7: train loss 2.1866; validation loss 6.8961; train accuracy: 0.3547; best accuracy: 0.3547; validation F1-score: 0.2934
--> Epoch 8: train loss 2.1909; validation loss 6.8533; train accuracy: 0.4593; best accuracy: 0.4593; validation F1-score: 0.3738
--> Epoch 9: train loss 2.1465; validation loss 6.7996; train accuracy: 0.4767; best accuracy: 0.4767; validation F1-score: 0.4022
--> Epoch 10: train loss 2.1040; validation loss 6.7370; train accuracy: 0.4884; best accuracy: 0.4884; validation F1-score: 0.4164
--> Epoch 11: train loss 2.0077; validation loss 6.6633; train accuracy: 0.5116; best accuracy: 0.5116; validation F1-score: 0.4259
--> Epoch 12: train loss 2.0948; validation loss 6.5794; train accuracy: 0.5233; best accuracy: 0.5233; validation F1-score: 0.4432
--> Epoch 13: train loss 1.9723; validation loss 6.4897; train accuracy: 0.5349; best accuracy: 0.5349; validation F1-score: 0.4637
--> Epoch 14: train loss 1.9650; validation loss 6.3870; train accuracy: 0.5581; best accuracy: 0.5581; validation F1-score: 0.4795
--> Epoch 15: train loss 2.0064; validation loss 6.2658; train accuracy: 0.5698; best accuracy: 0.5698; validation F1-score: 0.4795
--> Epoch 16: train loss 2.0517; validation loss 6.1405; train accuracy: 0.5640; best accuracy: 0.5698; validation F1-score: 0.4874
--> Epoch 17: train loss 1.9135; validation loss 6.0220; train accuracy: 0.5872; best accuracy: 0.5872; validation F1-score: 0.4890
--> Epoch 18: train loss 1.8628; validation loss 5.9108; train accuracy: 0.6105; best accuracy: 0.6105; validation F1-score: 0.4874
--> Epoch 19: train loss 1.8336; validation loss 5.8142; train accuracy: 0.6105; best accuracy: 0.6105; validation F1-score: 0.4984
--> Epoch 20: train loss 1.9335; validation loss 5.7305; train accuracy: 0.6163; best accuracy: 0.6163; validation F1-score: 0.4968
--> Epoch 21: train loss 1.8818; validation loss 5.6456; train accuracy: 0.6453; best accuracy: 0.6453; validation F1-score: 0.5331
--> Epoch 22: train loss 1.8116; validation loss 5.5630; train accuracy: 0.6512; best accuracy: 0.6512; validation F1-score: 0.5442
--> Epoch 23: train loss 1.7990; validation loss 5.4863; train accuracy: 0.6744; best accuracy: 0.6744; validation F1-score: 0.5457
--> Epoch 24: train loss 1.7898; validation loss 5.4109; train accuracy: 0.6744; best accuracy: 0.6744; validation F1-score: 0.5489
--> Epoch 25: train loss 1.7187; validation loss 5.3317; train accuracy: 0.6744; best accuracy: 0.6744; validation F1-score: 0.5568
--> Epoch 26: train loss 1.6942; validation loss 5.2482; train accuracy: 0.6919; best accuracy: 0.6919; validation F1-score: 0.5647
