--> Epoch 0: train loss 2.6236; validation loss 7.0408; train accuracy: 0.2907; best accuracy: 0.2907; validation F1-score: 0.2476
--> Epoch 1: train loss 2.3691; validation loss 7.0081; train accuracy: 0.1919; best accuracy: 0.2907; validation F1-score: 0.1893
--> Epoch 2: train loss 2.1484; validation loss 6.9877; train accuracy: 0.1337; best accuracy: 0.2907; validation F1-score: 0.1467
--> Epoch 3: train loss 2.1032; validation loss 6.9615; train accuracy: 0.1221; best accuracy: 0.2907; validation F1-score: 0.1246
--> Epoch 4: train loss 2.0561; validation loss 6.9228; train accuracy: 0.2733; best accuracy: 0.2907; validation F1-score: 0.2256
--> Epoch 5: train loss 1.9555; validation loss 6.8750; train accuracy: 0.3488; best accuracy: 0.3488; validation F1-score: 0.3218
--> Epoch 6: train loss 1.8777; validation loss 6.8334; train accuracy: 0.3663; best accuracy: 0.3663; validation F1-score: 0.3375
--> Epoch 7: train loss 1.7925; validation loss 6.7826; train accuracy: 0.4884; best accuracy: 0.4884; validation F1-score: 0.4243
--> Epoch 8: train loss 1.7953; validation loss 6.7158; train accuracy: 0.5174; best accuracy: 0.5174; validation F1-score: 0.4385
--> Epoch 9: train loss 1.7480; validation loss 6.6244; train accuracy: 0.5465; best accuracy: 0.5465; validation F1-score: 0.4653
--> Epoch 10: train loss 1.6029; validation loss 6.5272; train accuracy: 0.5523; best accuracy: 0.5523; validation F1-score: 0.4637
--> Epoch 11: train loss 1.5244; validation loss 6.3769; train accuracy: 0.6163; best accuracy: 0.6163; validation F1-score: 0.5189
--> Epoch 12: train loss 1.5755; validation loss 6.1599; train accuracy: 0.6163; best accuracy: 0.6163; validation F1-score: 0.5110
--> Epoch 13: train loss 1.4363; validation loss 5.8489; train accuracy: 0.6628; best accuracy: 0.6628; validation F1-score: 0.5142
--> Epoch 14: train loss 1.4521; validation loss 5.6002; train accuracy: 0.6802; best accuracy: 0.6802; validation F1-score: 0.5315
--> Epoch 15: train loss 1.4770; validation loss 5.3865; train accuracy: 0.6919; best accuracy: 0.6919; validation F1-score: 0.5647
--> Epoch 16: train loss 1.6737; validation loss 5.1022; train accuracy: 0.7326; best accuracy: 0.7326; validation F1-score: 0.6057
--> Epoch 17: train loss 1.3350; validation loss 4.9286; train accuracy: 0.7442; best accuracy: 0.7442; validation F1-score: 0.6167
