--> Epoch 0: train loss 6.7830; validation loss 3.6078; train accuracy: 0.1414; best accuracy: 0.1414; validation F1-score: 0.1979
--> Epoch 1: train loss 6.0438; validation loss 3.6087; train accuracy: 0.1435; best accuracy: 0.1435; validation F1-score: 0.1979
--> Epoch 2: train loss 5.6107; validation loss 3.5835; train accuracy: 0.1414; best accuracy: 0.1435; validation F1-score: 0.1979
--> Epoch 3: train loss 5.2697; validation loss 3.5119; train accuracy: 0.1642; best accuracy: 0.1642; validation F1-score: 0.2344
--> Epoch 4: train loss 5.0029; validation loss 3.4124; train accuracy: 0.4782; best accuracy: 0.4782; validation F1-score: 0.5156
--> Epoch 5: train loss 4.8144; validation loss 3.2449; train accuracy: 0.5073; best accuracy: 0.5073; validation F1-score: 0.5156
--> Epoch 6: train loss 4.6940; validation loss 3.0153; train accuracy: 0.5198; best accuracy: 0.5198; validation F1-score: 0.5104
--> Epoch 7: train loss 4.5604; validation loss 2.7973; train accuracy: 0.5696; best accuracy: 0.5696; validation F1-score: 0.5573
--> Epoch 8: train loss 4.4701; validation loss 2.5689; train accuracy: 0.5842; best accuracy: 0.5842; validation F1-score: 0.5833
--> Epoch 9: train loss 4.3698; validation loss 2.4216; train accuracy: 0.5946; best accuracy: 0.5946; validation F1-score: 0.5938
--> Epoch 10: train loss 4.2847; validation loss 2.3242; train accuracy: 0.6029; best accuracy: 0.6029; validation F1-score: 0.5938
--> Epoch 11: train loss 4.2396; validation loss 2.2682; train accuracy: 0.6216; best accuracy: 0.6216; validation F1-score: 0.5990
--> Epoch 12: train loss 4.1431; validation loss 2.2196; train accuracy: 0.6320; best accuracy: 0.6320; validation F1-score: 0.6354
--> Epoch 13: train loss 4.1241; validation loss 2.1167; train accuracy: 0.6320; best accuracy: 0.6320; validation F1-score: 0.6146
--> Epoch 14: train loss 4.0449; validation loss 2.1414; train accuracy: 0.6403; best accuracy: 0.6403; validation F1-score: 0.6302
--> Epoch 15: train loss 4.0392; validation loss 2.1153; train accuracy: 0.6424; best accuracy: 0.6424; validation F1-score: 0.6198
--> Epoch 16: train loss 3.9379; validation loss 2.1557; train accuracy: 0.6570; best accuracy: 0.6570; validation F1-score: 0.6302
